Rental_ID,Rental_date_start,Rental_date_end,Start_location,End_location,Driven_km,Layover_time,Total_cost,Car_state_ID,User_ID
84,2024-11-16 19:11:36,2024-11-16 23:29:17,54.38147338744953 18.514876336392586,54.26758042954184 18.572889547139656,18.211281777783498,17,45.62,15,1
85,2024-10-11 15:53:50,2024-10-11 19:17:05,52.25767465036664 17.105231916355255,52.508830637616185 16.747217086723925,57.01830454676637,13,126.56,15,4
86,2024-09-15 10:16:45,2024-09-15 11:11:50,50.985571575883256 16.865785473897535,50.98291012752699 17.237166737259876,28.998716831289553,6,66.74,15,5
87,2024-04-24 02:03:28,2024-04-24 04:58:17,52.253427292946604 20.99063350302906,52.261706219067904 20.82430468956237,35.358342798204674,4,64.51,16,4
88,2024-04-01 00:35:05,2024-04-01 01:14:23,51.18580763648476 17.166349553341103,51.06511861543548 17.102787281223545,16.134125986649344,14,32.83,16,1
89,2024-03-22 16:09:29,2024-03-22 18:41:53,51.9381406610307 19.49790220204464,51.64727929073824 19.50048367527638,50.34279602252804,13,90.88,16,3
90,2024-06-08 22:14:52,2024-06-09 03:51:20,50.20970400618955 20.132182133828692,50.21178604063613 20.13243153646447,22.232190934422615,21,49.26,16,2
91,2024-10-26 23:15:57,2024-10-27 01:30:21,52.25393374853792 16.78096988443482,52.43566638413719 17.11126350928183,32.19536493328415,13,74.43,16,2
92,2024-02-02 07:01:21,2024-02-02 07:41:44,51.88866690494282 19.44885353141354,51.69862612138367 19.41814245159419,30.23686132745571,11,56.5,17,5
93,2024-05-01 03:32:25,2024-05-01 05:22:21,52.27603829156571 21.003411369607804,52.16827373099404 20.90188532901474,24.835353016422644,20,48.22,17,2
94,2024-08-15 06:44:13,2024-08-15 09:39:46,54.3715245287018 18.489955647239903,54.500328991514465 18.822075276453223,29.81618797615348,24,64.03,17,2
95,2024-07-01 13:12:29,2024-07-01 17:06:33,50.06251016262036 19.947126115994536,50.17892010768498 19.95860292407611,29.970031139605013,19,63.72,17,2
96,2024-08-02 09:23:46,2024-08-02 10:11:03,49.934771933141256 20.11999140077882,50.26465721257661 19.91619688398799,68.45665186576929,5,135.17,17,3
97,2024-05-27 08:28:43,2024-05-27 14:26:05,50.08727348727921 19.85618768066913,50.09366519663649 19.977024329462182,31.649750304796562,17,66.67,17,2
98,2024-09-01 19:12:00,2024-09-01 20:32:06,51.743754870391584 19.323160189216885,51.59015952803725 19.56908183134896,44.069611634409874,4,98.11,17,4
99,2024-10-12 13:09:58,2024-10-12 16:46:38,49.991740570282765 19.806242672703213,50.25496994930045 20.04265193623154,63.775291535114945,24,142.29,17,5
100,2024-11-10 22:08:50,2024-11-10 23:05:16,51.233373702585034 17.16241192397507,51.28583030875912 16.965523032279016,17.890486932520965,11,44.11,17,5
101,2024-07-05 00:20:27,2024-07-05 04:14:06,52.420953676450594 20.845966655425737,52.158833779064345 20.866940953465942,30.181292279339385,1,61.96,18,5
102,2024-08-14 00:17:20,2024-08-14 01:53:56,54.16243576687286 18.564834289277783,54.336539310232006 18.792327208260264,37.35604263758188,2,75.72,18,1
103,2024-08-13 08:11:17,2024-08-13 09:34:15,52.57364484462507 16.747778814781682,52.4391333063432 16.830858022550995,34.97901502105857,15,72.76,18,5
104,2024-02-29 16:40:00,2024-02-29 21:26:57,52.42868665742639 21.025472761992617,52.06043611010706 20.87454099575163,65.21728871243722,0,114.87,19,5
105,2024-02-17 13:05:43,2024-02-17 17:48:32,54.46555340150992 18.612980201843698,54.381879769653914 18.810219901623928,39.79168716682468,22,73.85,19,3
106,2024-01-17 10:54:22,2024-01-17 16:23:29,54.18811825114082 18.779430576224065,54.26228641128336 18.53601631219468,19.843311104028913,18,39.53,19,2
107,2024-04-02 19:00:05,2024-04-02 21:30:38,54.35090060624371 18.544324176715108,54.42044648310041 18.588291983532347,30.24056680679738,2,55.61,19,6
108,2024-05-23 17:50:52,2024-05-23 22:32:02,54.49110892533441 18.846199410704887,54.23263625735053 18.69506882919575,46.36299545690375,22,95.23,19,4
109,2024-08-11 13:55:10,2024-08-11 19:00:14,52.30324872487915 17.10552688872509,52.47174375548666 16.74345928916969,43.899552839024715,16,89.83,19,2
110,2024-11-29 15:14:50,2024-11-29 16:14:57,52.10940445722542 20.898996832049825,52.03487788881976 20.838104553708753,33.27335491031357,5,75.57,19,4
111,2024-09-25 09:31:49,2024-09-25 11:58:16,52.485191102412415 16.794997129689534,52.541437165093434 17.041750175242196,46.83078780409605,3,103.76,19,5
112,2024-11-19 12:03:03,2024-11-19 12:12:53,52.11807023387138 21.027101089295314,52.40142649357957 20.914608946051807,61.424649007833665,6,134.83,19,2
113,2024-04-19 01:56:09,2024-04-19 02:43:55,51.30467361076803 16.85754105962035,51.071754407126406 16.846960461801377,52.909928872488834,4,94.35,20,1
114,2024-02-14 08:01:51,2024-02-14 10:03:11,51.23784269991795 17.180324427386413,51.11209043295667 16.90435046360456,40.78364376708231,0,73.33,20,4
115,2024-04-05 11:59:41,2024-04-05 17:58:48,54.30249198993803 18.52836886607529,54.215416676695355 18.680903648942586,33.852914176595526,23,63.85,20,3
116,2024-08-22 08:27:20,2024-08-22 10:42:07,52.457028823480194 16.9981129611626,52.309276516457366 16.887710350787764,26.057378621709447,2,54.25,20,6
117,2024-08-29 09:03:31,2024-08-29 13:50:51,52.316419719190215 16.787000680293833,52.39197012071299 16.913403824623188,39.01129700780598,18,80.78,20,3
118,2024-08-17 23:12:27,2024-08-18 04:14:49,54.25361040547696 18.791913624329855,54.46500933935316 18.811917153536545,32.54219343185436,5,66.93,20,1
119,2024-06-11 05:31:47,2024-06-11 09:18:37,51.914147084660605 19.48433470534407,51.682291035989 19.35686924916648,32.230536304197074,15,67.54,20,2
120,2024-09-26 19:41:57,2024-09-26 20:27:56,52.351103514586114 16.997421410484232,52.591779838543715 17.10924911783765,45.81328718027713,21,104.15,20,6
121,2024-02-09 09:55:25,2024-02-09 11:11:33,52.1975149609186 20.93401778916119,52.281325025989524 21.092463804728123,24.256498794144836,9,46.14,21,3
122,2024-01-12 01:41:09,2024-01-12 04:42:28,54.36053875077893 18.48287899681016,54.41916961792322 18.82832814958416,46.29692410081614,9,83.6,21,3
123,2024-03-27 13:55:59,2024-03-27 19:21:52,51.25596226576003 17.123466980128065,51.11012956732392 17.221759920595385,33.603731793023094,22,63.33,21,6
124,2024-03-01 12:12:11,2024-03-01 12:49:12,49.98892694414586 19.829978232423407,50.00938076767664 19.749052861821696,15.2152969964574,4,30.27,21,3
125,2024-08-23 16:48:30,2024-08-23 18:34:09,52.25587445063823 16.94146824980204,52.57026828786486 16.758386866449257,55.09882967378308,17,111.23,21,6
126,2024-10-25 18:21:09,2024-10-25 22:25:23,52.325899149168954 21.16054788295624,52.422326351321864 20.92262445876964,48.386408877625996,9,107.87,21,2
127,2024-10-16 14:31:24,2024-10-16 19:40:55,49.95857811447103 20.140555497263307,49.876221289012754 20.05091717015619,29.1826579983281,15,68.38,21,2
128,2024-02-20 16:08:36,2024-02-20 19:05:26,54.452139294704104 18.53935295936695,54.174343772975725 18.461378152024793,55.30080503399404,7,98.71,22,1
129,2024-01-08 12:55:44,2024-01-08 17:23:49,50.936195415138776 17.208935371033323,50.98120247109963 17.12811893983229,16.555465221329595,20,34.14,22,6
130,2024-03-03 03:13:50,2024-03-03 06:00:32,49.87462511972079 20.106074162252412,50.06409114035394 20.05628833978329,24.366440941675673,21,47.52,22,5
131,2024-11-26 06:13:28,2024-11-26 09:48:47,49.90816845473057 19.871560455293938,50.004278475180186 19.936001069033303,33.638879824827896,8,76.76,22,6
132,2024-09-12 05:06:14,2024-09-12 10:57:01,52.38863106465247 16.909437295288935,52.356122189759716 16.9413518587757,24.214391294860494,7,56.83,22,3
133,2024-12-18 06:26:37,2024-12-18 06:30:33,51.1086453947529 16.93575067679419,51.050506030491285 17.009038682520057,20.246507885388695,14,49.48,22,5
134,2024-12-17 16:06:24,2024-12-17 20:02:56,51.18129609096116 17.156349314693884,51.07113548087675 17.097950729564932,34.909476920392706,20,81.11,22,1
135,2024-04-16 16:49:21,2024-04-16 18:24:51,50.96388152551939 16.994951535529758,51.27651747424069 16.931243528496584,52.04674952951341,15,93.98,23,3
136,2024-07-27 16:49:36,2024-07-27 21:58:50,52.07024738382984 21.025086105644753,52.36779074621918 20.909746559644088,46.00549673420401,5,92.51,23,5
137,2024-12-16 17:48:11,2024-12-16 18:48:56,50.90876298191445 16.879933776560804,51.00720117943974 16.97434627060094,18.788235880984097,17,46.84,23,5
138,2024-09-24 14:46:22,2024-09-24 16:57:31,51.5819809318577 19.31015792017703,51.644321592362 19.43241229419606,35.922941098600845,4,81.0,23,3
139,2024-11-16 00:04:11,2024-11-16 01:03:06,52.52247992007688 16.73346723336521,52.518197936930164 16.727843174419935,23.609509751286076,15,56.68,23,6
140,2024-10-27 06:44:33,2024-10-27 09:23:44,54.206025351033624 18.789449685153805,54.527887219285006 18.478688964387683,65.06275364840849,19,144.29,23,5
141,2024-03-03 10:50:23,2024-03-03 14:03:56,54.5503055091825 18.68110491741299,54.25524625491112 18.482987610004013,64.2259222534181,3,113.48,24,3
142,2024-01-31 21:45:49,2024-02-01 02:21:35,51.18492516438252 16.939944653150317,51.01541545211887 17.16113261393347,29.36816579283982,20,55.93,24,4
143,2024-01-28 11:47:14,2024-01-28 16:11:54,50.25605442556729 19.951991650343246,49.998768738821 19.93562872061973,52.63263174770714,12,94.68,24,5
144,2024-06-06 05:57:02,2024-06-06 08:56:47,49.93193948084568 20.094037619750335,50.09535556634025 20.051236486790405,28.426612104406637,7,59.35,24,1
145,2024-07-05 08:29:03,2024-07-05 13:27:48,52.11081136466987 21.03873283064003,52.155233140358305 21.0785347579596,31.637263091754097,22,67.25,24,3
146,2024-08-22 00:51:30,2024-08-22 06:33:52,50.19992356615404 19.839555897332765,50.20738861374672 19.830089197458385,25.069100884279468,15,53.93,24,6
147,2024-05-09 17:49:32,2024-05-09 19:03:10,54.54830550247815 18.751212549176756,54.443030179062724 18.762258368075518,17.727794919364236,0,38.18,24,6
148,2024-10-19 23:58:58,2024-10-20 03:05:03,52.3800127216399 21.082866893935535,52.32139850429891 21.120255201813855,20.994850327279032,13,50.91,24,6
149,2024-09-03 21:16:33,2024-09-03 23:54:10,51.089874871980356 17.07995685826972,50.99042589525324 16.915012871089733,27.97744436617208,1,63.89,24,4
150,2024-12-07 08:55:49,2024-12-07 11:13:11,52.31317176186996 17.031644540647836,52.28140814418531 16.82591595218203,42.429080651207656,8,95.22,24,4
151,2024-10-23 00:31:31,2024-10-23 04:21:47,51.016798492530675 17.011462475706594,51.30768012403132 16.99343509367933,47.36898093138203,9,105.73,24,4
152,2024-03-18 13:19:11,2024-03-18 14:44:30,50.26428736570658 19.90178296404741,50.10437496376294 19.82442432476497,22.614977647862542,2,42.65,25,2
153,2024-04-04 11:18:30,2024-04-04 16:00:35,52.43279850363397 16.733298802567305,52.56132408392054 16.743921428587434,18.30947277682052,22,37.33,25,2
154,2024-01-08 06:00:52,2024-01-08 09:11:51,51.89724787114999 19.527725538071145,51.60018110136693 19.36613764598449,54.855081488610494,16,98.85,25,6
155,2024-04-13 23:00:02,2024-04-14 04:29:49,51.102896249999255 17.03022206524317,51.16595329601147 17.202561322132986,29.91976147880804,3,55.16,25,1
156,2024-08-13 21:24:36,2024-08-14 01:10:41,51.09290264046142 17.031465341825935,51.08931313284942 16.97354176286329,24.06500991028326,15,52.02,25,1
157,2024-06-06 22:30:39,2024-06-07 03:22:26,52.224539530869855 21.20369308623052,52.36132590763925 21.005097984526387,33.341186407733076,14,69.53,25,2
158,2024-07-08 19:52:18,2024-07-08 20:15:50,51.24888828024319 17.138306728591765,51.16921338042623 17.07138986841698,30.010972661923265,13,63.08,25,6
159,2024-12-17 12:03:39,2024-12-17 13:10:49,52.50538156238572 17.001773378466652,52.4525421975344 17.056658661883635,20.952512132248703,8,50.12,25,4
160,2024-10-04 04:55:30,2024-10-04 07:43:49,50.13898383871683 19.802031931170017,50.12659285117301 20.014499255259626,35.206600901801785,23,82.15,25,2
161,2024-04-26 11:57:01,2024-04-26 16:32:26,51.06747351938675 16.8484329204665,51.04996725290377 16.999567303799108,24.740448979072788,4,46.46,26,5
162,2024-07-21 06:14:55,2024-07-21 08:32:50,51.77589194263155 19.311617364365944,51.685289691166545 19.344567177664683,26.326917466801042,4,55.0,26,2
163,2024-07-13 12:22:42,2024-07-13 13:06:09,51.30522460033381 17.129408703107057,51.18073188543763 16.866530341880736,45.94514747619079,22,94.44,26,5
164,2024-06-04 02:41:54,2024-06-04 03:24:31,50.031231485011915 19.95808331932946,50.2163564108265 20.065460719314782,43.96221441101296,10,89.23,26,2
165,2024-02-04 21:11:58,2024-02-04 21:21:09,49.99032480248429 20.002869501726753,50.16065229551127 19.783445826312153,41.57432640979803,1,74.78,27,3
166,2024-08-19 04:01:14,2024-08-19 05:24:09,51.02856864321065 17.197797343845043,51.109603937121285 17.08732866181407,34.864754793171564,18,72.9,27,4
167,2024-07-09 00:00:54,2024-07-09 03:25:43,50.15000722673158 19.974728418987066,50.066650711045085 20.076229908577535,20.76035200805265,24,46.82,27,1
168,2024-06-19 11:46:16,2024-06-19 12:23:22,54.31011703807845 18.53784939536251,54.4241120123939 18.50703911408479,14.831840044992266,4,33.16,27,1
169,2024-08-02 08:54:48,2024-08-02 10:27:40,51.005170972909426 16.992709760025328,51.21290056909428 16.99591215292302,31.099559120230058,22,66.23,27,6
170,2024-10-06 05:41:50,2024-10-06 07:31:56,51.86132483717726 19.31106827370134,51.55975275397552 19.51265647779563,39.295950522803864,2,87.8,27,3
171,2024-12-11 09:30:35,2024-12-11 14:29:16,52.13861362762723 20.99506857013809,52.36895088876838 21.012738633185425,42.640561635268085,0,94.55,27,6
