Rental_ID,Rental_date_start,Rental_date_end,Start_location,End_location,Driven_km,Layover_time,Total_cost,Car_state_ID,User_ID
103,2028-02-20 20:34:34,2028-02-20 22:31:15,50.9528749510915 17.024447787269285,50.98392485376584 17.064766132334,23.459970826514862,13,45.18,16,4
104,2028-05-16 16:40:10,2028-05-16 22:27:52,52.235175548676125 21.17996831698138,52.32377205169173 20.995761265318492,22.940312741945903,13,49.65,16,3
105,2028-10-31 22:06:36,2028-11-01 00:24:42,50.94052036587785 17.039961795116223,51.00303641671281 17.23332632326378,39.21960994069497,4,87.92,16,4
106,2028-03-14 23:16:04,2028-03-15 02:32:47,52.31541145299733 16.906420744105418,52.60281835184498 16.949909225870286,36.09373360479494,0,65.36,17,3
107,2028-03-07 19:05:43,2028-03-07 23:59:22,51.23201495360595 17.1401917870799,51.20529410290899 16.979823608081393,26.557599459013737,6,49.75,17,2
108,2028-04-07 17:27:04,2028-04-07 21:47:41,52.13006538634509 20.99343977517002,52.3597275920227 21.031616343174882,52.669202978683316,12,94.74,17,2
109,2028-08-18 00:59:41,2028-08-18 02:51:13,52.27716029193562 16.86233630035524,52.452095619580305 16.907388232467504,42.6909792904307,20,88.01,17,4
110,2028-10-01 05:55:51,2028-10-01 09:05:41,50.004527969505105 19.794270336260453,50.23075093670267 19.87570277874031,32.81621452975674,8,75.03,17,1
111,2028-09-12 11:49:52,2028-09-12 14:56:09,52.41838510723166 21.066883462169056,52.254923839205034 21.109042726180196,23.40038195050035,11,55.68,17,3
112,2028-11-08 14:08:53,2028-11-08 17:11:32,52.23993905898909 20.83607641368014,52.16984726329434 20.889650750350494,10.606537808407039,5,27.97,17,1
113,2028-02-28 23:48:04,2028-02-29 02:18:22,51.06364559585503 16.91199655171183,51.075832030946444 16.86929474610845,31.276956561592073,2,57.37,18,3
114,2028-01-30 13:16:28,2028-01-30 14:48:53,52.289345580111785 16.921671079502104,52.5507303595423 16.922738226405983,59.06475146736726,18,106.21,18,3
115,2028-04-25 15:58:37,2028-04-25 18:41:22,52.21535591082748 16.839732532303785,52.35444944796712 17.017085678641447,22.61503387172865,23,44.75,18,4
116,2028-08-04 19:37:11,2028-08-04 22:10:30,51.187513929064636 17.170546401330736,50.994244354699525 17.22591391957952,42.83571251828736,23,88.65,18,2
117,2028-11-25 01:52:21,2028-11-25 03:38:41,50.02838440995596 19.903002572624693,50.18045862655518 20.130360235812635,51.42796197185142,8,114.12,18,3
118,2028-12-17 09:01:15,2028-12-17 13:12:13,52.060728506425306 21.060610605201127,52.22648342740543 20.84285027636228,47.67517878720787,11,106.66,18,4
